period,rgdp,ngdp,y,x,lf,c,W,sW,cW,ceW1,ceW2,rer0,tot0,nx0,ex0,im0,exrate0,texrate0,mktpen0,tau0,ntb0,rer2,tot2,nx2,ex2,im2,exrate2,texrate2,mktpen2,tau2,ntb2
0,582.3058136980434938,582.3058154112678722,1164.9039131777433340,87.3312583441718573,6.8298247191186103,494.9745556108123310,9.7042847297609427,0.0000000000000000,24748.7277588927136094,0.0000000000000000,0.0000000000000000,0.9999999970578615,0.9999999985293977,-1.0975553153394682,13.7358983195359254,14.8334536348753936,0.0574419850770593,0.0571999991518478,0.1437086011265786,0.0000000000000000,0.0000000000000000,0.9999999952929759,1.0000000162555245,1.0975533868381717,112.1945376796445686,111.0969842928063969,0.3677395352555122,0.3699999882792446,0.2194556419149081,0.0000000000000000,0.0000000000000000
1,582.3058137509917742,582.3058145866255018,1164.9039150847115707,87.3312588015017042,6.8298247996799732,494.9745550748141341,9.7042627580265535,0.0000000000000000,24748.7277696964156348,0.0000000000000000,0.0000000000000000,0.9999999985649570,1.0000000000543079,-1.0975552814032632,13.7358980176220715,14.8334532990253347,0.0574419850770593,0.0571999997064935,0.1437086024615980,0.0000000000000000,0.0000000000000000,0.9999999975310617,1.0000000193202865,1.0975530524251127,112.1945374855263395,111.0969844331012268,0.3677395352555128,0.3699999906220105,0.2194556434596698,0.0000000000000000,0.0000000000000000
2,582.3058134060541988,582.3058147910618345,1164.9039140631086866,87.3312582231772438,6.8298247471144968,494.9745553905933093,9.7042403471701224,0.0000000000000000,24748.7277644988789689,0.0000000000000000,0.0000000000000000,0.9999999976215113,0.9999999988095907,-1.0975552632076067,13.7358979645223229,14.8334532277299296,0.0574419850770594,0.0571999993808415,0.1437086017882483,0.0000000000000000,0.0000000000000000,0.9999999959236163,1.0000000160715841,1.0975537386338914,112.1945377471245138,111.0969840084906224,0.3677395352555123,0.3699999889712301,0.2194556424939184,0.0000000000000000,0.0000000000000000
3,582.3058133109495884,582.3058146448479420,1164.9039151567185399,87.3312584377861327,6.8298247848210805,494.9745550732147876,9.7042174880793937,0.0000000000000000,24748.7277864729294379,0.0000000000000000,0.0000000000000000,0.9999999977092822,1.0000000026574285,-1.0975554900343454,13.7358979494170850,14.8334534394514304,0.0574419850770593,0.0571999994918412,0.1437086020198909,0.0000000000000000,0.0000000000000000,0.9999999969629594,1.0000000165444018,1.0975539911055989,112.1945374283106815,111.0969834372050826,0.3677395352555126,0.3699999901988171,0.2194556432655435,0.0000000000000000,0.0000000000000000
4,582.1469906181146143,582.1428278721610923,1164.7400737500888681,87.2137992022196187,6.8328339355176793,494.9325677735992031,9.7041941720422269,0.0000000000000000,24748.7277886299889360,0.0000000000000000,0.0000000000000000,1.0000071507296044,0.9999825358387442,-1.0953492508932339,13.7357708278396551,14.8311200787328890,0.0574419850770593,0.0572013010183751,0.1437106214845433,0.0000000000000000,0.0000000000000000,1.0000740988472727,0.9998326327695963,1.2337787859960798,112.2596378785486735,111.0258590925525937,0.3677395352555131,0.3701019459610326,0.2195304258691978,0.0000000000000000,0.0000000000000000
5,582.1339570484922206,582.1347515315227383,1164.7116838749802810,87.2026850644560056,6.8326934026666164,494.9313909960919773,9.7041868527161608,0.0000000000000000,24748.7277791248779977,0.0000000000000000,0.0000000000000000,0.9999986352248712,0.9999970741338510,-1.0958464656556348,13.7354224052984275,14.8312688709540623,0.0574419850770593,0.0572027657612959,0.1436977909182597,0.0000000000000000,0.0000000000000000,1.0000672992181499,0.9998350813478373,1.2325544445148893,112.2583800472151125,111.0258256027002233,0.3677395352555131,0.3701018355691277,0.2195366137548831,0.0000000000000000,0.0000000000000000
6,582.1208251033542638,582.1186587199639462,1164.6847308412245638,87.1894515178953640,6.8312440742259568,494.9310491056012324,9.7041798484612283,0.0000000000000000,24748.7277991226546874,0.0000000000000000,0.0000000000000000,1.0000037215494777,1.0001024308441935,-1.1001730864906172,13.7284177022211917,14.8285907887118089,0.0574419850770593,0.0572106584273312,0.1434896789433214,0.0000000000000000,0.0000000000000000,1.0000642391496222,0.9998323428519332,1.2356611220621261,112.2586955713627361,111.0230344493006100,0.3677395352555131,0.3701123325942323,0.2195458067679696,0.0000000000000000,0.0000000000000000
7,582.1298521756148148,581.9995792954309763,1164.7166586718099097,87.1705143909204310,6.8073341384803570,494.9398258221763172,9.7041728381963424,0.0000000000000000,24748.7277641855471302,0.0000000000000000,0.0000000000000000,1.0002238367256924,1.0015786829666542,-1.1622231089806903,13.6156542355576402,14.7778773445383305,0.0574419850770593,0.0573691343955040,0.1405747574201338,0.0000000000000000,0.0000000000000000,1.0000949281595637,0.9997386281098809,1.2925945332879820,112.2745092246579617,110.9819146913699797,0.3677395352555129,0.3704386927491156,0.2196351486054469,0.0000000000000000,0.0000000000000000
8,582.1926200631470465,576.6050199123835682,1165.4083382797387003,86.4095948905775089,6.4205304799874128,494.9456716137827925,9.7041622462078845,0.0000000000000000,24748.7278110601873777,0.0000000000000000,0.0000000000000000,1.0096905159646588,1.0594705677485512,-2.4311284697843965,7.5715741138521429,10.0027025836365393,0.0476962403485761,0.0371526064909741,0.1118167470454024,0.0212371862378000,0.0521250000000000,1.0002129439992395,0.9979508447065553,2.0712501875140532,111.9989915823350941,109.9277413948210409,0.3677395352555123,0.3719285162842512,0.2208746564313215,0.0000000000000000,0.0000000000000000
9,582.2021750227978600,576.3162028599447240,1165.3980616305495914,86.3896073454852313,6.4280037313389133,494.9302624055329716,9.7041491502241151,0.0000000000000000,24748.7278089761639421,0.0000000000000000,0.0000000000000000,1.0102130950572694,1.0621508519357794,-2.4744103054309603,7.4586781827442996,9.9330884881752599,0.0423360809428254,0.0372464750373624,0.1201634880515991,0.0212371862378000,0.0521250000000000,1.0001964444017299,0.9979295988669922,2.0688083252723430,111.9488357612519991,109.8800274359796560,0.3677395352555128,0.3719171858956392,0.2209695949324832,0.0000000000000000,0.0000000000000000
